2005,48:26.1,Defense,Army,Full Competition (Multiple Offers),10-24 Offers,5348,2813938171
2007,48:26.1,Defense,Other DoD,No Competition (Only One Source Exception; Overrode blank Fair Opportunity),No competition; Overrode blank Fair Opportunity),1,50490
2010,48:26.1,Defense,Air Force,Limited Competition with multiple offers (Overrode blank Fair Opportunity),3-4 Offers,3,0
2004,48:26.1,Defense,Air Force,Unlabeled: No competition; multiple offers; Overrode blank Fair Opportunity),Unlabeled: No competition; multiple offers; Overrode blank Fair Opportunity),15,782954
2010,48:26.1,Defense,Army,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,3813,2193956918
2008,48:26.1,Defense,Other DoD,Limited Competition with multiple offers,25-99 Offers,601,606491788.1
2003,48:26.1,Defense,Air Force,Full Competition (Multiple Offers),10-24 Offers,1664,383036691.9
2010,48:26.1,Defense,Army,Unlabeled: No competition; multiple offers; Overrode blank Fair Opportunity),Unlabeled: No competition; multiple offers; Overrode blank Fair Opportunity),9,1747435.04
1999,48:26.1,Defense,DLA,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,1074,349976819
2000,48:26.1,Defense,Army,No Competition (Only One Source Exception),No competition,352,847783737
2005,48:26.1,Defense,Army,Limited Competition with multiple offers,5-9 Offers,17138,2703594813
2005,48:26.1,Defense,DLA,Full Competition (Multiple Offers),10-24 Offers,18713,7313414071
2011,48:26.1,Defense,DLA,Limited Competition with multiple offers,100+ Offers,1,4871529.41
2004,48:26.1,Defense,DLA,Limited Competition with multiple offers,Two Offers,8653,783409537.6
2004,48:26.1,Defense,DLA,Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,36,-3526353
1991,48:26.1,Defense,Other DoD,Limited Competition with multiple offers,Two Offers,NULL,2193303000
2013,48:26.1,Defense,MilitaryHealth,Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,4,7705072.95
2008,48:26.1,Defense,DLA,No Competition (Follow on to competed action),No competition,59,8562954.56
2007,48:26.1,Defense,Army,Limited Competition with multiple offers (Overrode blank Fair Opportunity),100+ Offers,6,488098.91
2005,48:26.1,Defense,Navy,Limited Competition with multiple offers,3-4 Offers,13355,1583692989
2008,48:26.1,Defense,Army,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,590,26445225.5
2006,48:26.1,Defense,Navy,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,2026,237271001.9
2007,48:26.1,Defense,Air Force,Full Competition (Multiple Offers),5-9 Offers,5201,1550639721
2006,48:26.1,Defense,DLA,Limited Competition with multiple offers,5-9 Offers,6912,300483124.4
2003,48:26.1,Defense,Air Force,Limited Competition with multiple offers,25-99 Offers,690,183053947
2010,48:26.1,Defense,Other DoD,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,43,-1373471.88
2014,48:26.1,Defense,Army,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,9,4989006.501
2001,48:26.1,Defense,Other DoD,Limited Competition with multiple offers,10-24 Offers,63,29749011
2010,48:26.1,Defense,MilitaryHealth,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,1,0
2014,48:26.1,Defense,Army,Full Competition (Multiple Offers),Two Offers,12316,5339708629
2007,48:26.1,Defense,MilitaryHealth,Limited Competition with multiple offers,3-4 Offers,3,223250.54
2014,48:26.1,Defense,DLA,Full Competition (Multiple Offers),25-99 Offers,12031,4465580123
2003,48:26.1,Defense,Other DoD,No Competition (Only One Source Exception),No competition,1943,751905800.3
2000,48:26.1,Defense,Navy,No Competition (Unlabeled Exception; Overrode blank Fair Opportunity),No competition; Overrode blank Fair Opportunity),225,28277189
2014,48:26.1,Defense,Army,Full Competition (Multiple Offers),25-99 Offers,1935,323440069.5
2008,48:26.1,Defense,Army,Limited Competition with multiple offers (Overrode blank Fair Opportunity),100+ Offers,2,-150185.36
2012,48:26.1,Defense,MilitaryHealth,No Competition (Other Exception),No competition,445,1161931444
1996,48:26.1,Defense,Navy,Limited Competition with multiple offers,25-99 Offers,13,250572
2014,48:26.1,Defense,Other DoD,No Competition (Unlabeled Exception),No competition,84,14300029.77
2002,48:26.1,Defense,Navy,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,1721,1180414345
2006,48:26.1,Defense,MDA,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,3,11784
2011,48:26.1,Defense,MilitaryHealth,Limited Competition with multiple offers,10-24 Offers,3,13212.5
1990,48:26.1,Defense,Navy,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,NULL,5752648000
2002,48:26.1,Defense,DLA,Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,49,38897801
2004,48:26.1,Defense,DLA,No Competition (Only One Source Exception; Overrode blank Fair Opportunity),No competition; Overrode blank Fair Opportunity),1,54750
2009,48:26.1,Defense,MDA,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,1,23928
2006,48:26.1,Defense,DLA,Competition with single offer (Overrode blank Fair Opportunity),One Offer,4342,490494578.5
2000,48:26.1,Defense,MDA,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,22,6332286
2013,48:26.1,Defense,DLA,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,11,-67902.6302
2006,48:26.1,Defense,DLA,No Competition (Only One Source Exception),No competition,28469,1922170356
2014,48:26.1,Defense,Navy,Limited Competition with multiple offers,10-24 Offers,5073,613752601.6
2006,48:26.1,Defense,Army,Limited Competition with multiple offers (Overrode blank Fair Opportunity),25-99 Offers,103,86585197
2003,48:26.1,Defense,Navy,Full Competition (Multiple Offers),25-99 Offers,536,92621937
2007,48:26.1,Defense,MDA,Limited Competition with multiple offers,25-99 Offers,23,13498973
1995,48:26.1,Defense,Army,No Competition (Unlabeled Exception),No competition,2690,2321480457
1988,48:26.1,Defense,Navy,No Competition (Unlabeled Exception),No competition,NULL,1192000
2006,48:26.1,Defense,Air Force,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,592,138954221
2009,48:26.1,Defense,Air Force,Limited Competition with multiple offers (Overrode blank Fair Opportunity),3-4 Offers,16,4530143.6
2011,48:26.1,Defense,Air Force,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,87,2668033.77
1994,48:26.1,Defense,DLA,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,1,32000
2010,48:26.1,Defense,Air Force,Limited Competition with multiple offers,3-4 Offers,20781,2805976062
2001,48:26.1,Defense,Army,Limited Competition with multiple offers,10-24 Offers,1587,269270241
2002,48:26.1,Defense,Army,Full Competition (Multiple Offers),100+ Offers,299,35066078
2012,48:26.1,Defense,DLA,Full Competition (Multiple Offers),25-99 Offers,2439,6573937121
2009,48:26.1,Defense,Other DoD,Limited Competition with multiple offers,100+ Offers,15,-5119503.95
2014,48:26.1,Defense,MDA,Full Competition (Multiple Offers),25-99 Offers,43,4494595.379
1998,48:26.1,Defense,Navy,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,6700,1384728373
2000,48:26.1,Defense,Air Force,Full Competition (Multiple Offers),Two Offers,6781,7941477532
2010,48:26.1,Defense,Army,Competition with single offer,One Offer,111444,18796701334
2000,48:26.1,Defense,Air Force,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,115,20359047
2000,48:26.1,Defense,MilitaryHealth,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,4,2193032
1997,48:26.1,Defense,Army,Limited Competition with multiple offers,Two Offers,34528,10411960590
2003,48:26.1,Defense,Air Force,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,260,17928454.48
2009,48:26.1,Defense,Army,No Competition (Other Exception),No competition,38037,11077083956
1993,48:26.1,Defense,DLA,Competition with single offer,One Offer,NULL,528785692
2014,48:26.1,Defense,MDA,Limited Competition with multiple offers,25-99 Offers,149,57302229.56
2003,48:26.1,Defense,Navy,No Competition (Only One Source Exception; Overrode blank Fair Opportunity),No competition; Overrode blank Fair Opportunity),103,69777458
2002,48:26.1,Defense,NULL,Full Competition (Multiple Offers),Two Offers,NULL,0
2002,48:26.1,Defense,Navy,Competition with single offer,One Offer,17433,4178549231
1992,48:26.1,Defense,DLA,No Competition (Other Exception),No competition,NULL,785941911
1988,48:26.1,Defense,Navy,Competition with single offer,One Offer,NULL,332000
1998,48:26.1,Defense,MilitaryHealth,No Competition (Unlabeled Exception),No competition,2,214900
2010,48:26.1,Defense,Air Force,Competition with single offer (Overrode blank Fair Opportunity),One Offer,73,5429154.58
2002,48:26.1,Defense,Other DoD,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,178,88488258
2001,48:26.1,Defense,Air Force,Full Competition (Multiple Offers),5-9 Offers,3825,2026418916
2010,48:26.1,Defense,Other DoD,No Competition (Other Exception),No competition,3573,564183127.2
2002,48:26.1,Defense,Other DoD,Full Competition (Multiple Offers),10-24 Offers,83,17333109
2014,48:26.1,Defense,MilitaryHealth,Full Competition (Multiple Offers),Two Offers,470,9806581920
2013,48:26.1,Defense,Army,Limited Competition with multiple offers,5-9 Offers,24384,5351868005
2014,48:26.1,Defense,MDA,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,65,19265341.46
1997,48:26.1,Defense,Other DoD,Competition with single offer,One Offer,643,227816208
2004,48:26.1,Defense,Navy,No Competition (Only One Source Exception),No competition,14997,23366761062
2012,48:26.1,Defense,MDA,Competition with single offer,One Offer,814,1071065866
2008,48:26.1,Defense,Other DoD,Limited Competition with multiple offers,3-4 Offers,4386,1317124533
2010,48:26.1,Defense,Air Force,Limited Competition with multiple offers,25-99 Offers,2371,473899601.5
2004,48:26.1,Defense,MDA,Full Competition (Multiple Offers),Two Offers,24,96261878
1996,48:26.1,Defense,Other DoD,No Competition (Other Exception),No competition,733,306256114
2005,48:26.1,Defense,Navy,Limited Competition with multiple offers,5-9 Offers,7208,1116895812
2006,48:26.1,Defense,Air Force,Full Competition (Multiple Offers),100+ Offers,151,61055580
2012,48:26.1,Defense,DLA,No Competition (Only One Source Exception),No competition,70925,5653423324
1998,48:26.1,Defense,Army,Limited Competition with multiple offers,5-9 Offers,7659,3312687671
2004,48:26.1,Defense,Air Force,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,132,10381945
1998,48:26.1,Defense,DLA,Limited Competition with multiple offers,Two Offers,14651,1629616802
2006,48:26.1,Defense,DLA,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,5,242032
2011,48:26.1,Defense,Navy,Limited Competition with multiple offers,3-4 Offers,38404,4778513834
2006,48:26.1,Defense,DLA,Full Competition (Multiple Offers),Two Offers,124329,7204247548
2010,48:26.1,Defense,Army,No Competition (Other Exception),No competition,42886,13504011607
1999,48:26.1,Defense,Air Force,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,195,13879716
2000,48:26.1,Defense,MilitaryHealth,Full Competition (Multiple Offers),Two Offers,63,596194037
1999,48:26.1,Defense,MilitaryHealth,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,21,3918444
1991,48:26.1,Defense,Navy,Unlabeled: Competition; Unlabeled Offers,NULL,NULL,473896628
2012,48:26.1,Defense,Army,Limited Competition with multiple offers,5-9 Offers,27507,7360737023
2012,48:26.1,Defense,Air Force,Full Competition (Multiple Offers),10-24 Offers,1566,355742675.3
2003,48:26.1,Defense,MDA,Full Competition (Multiple Offers),Two Offers,30,48642871.79
2000,48:26.1,Defense,Navy,Full Competition (Multiple Offers),Two Offers,18046,6868003373
2009,48:26.1,Defense,Other DoD,No Competition (Other Exception),No competition,2757,655542548.3
2003,48:26.1,Defense,Army,Unlabeled: Blank Fair Opportunity,Unlabeled: Blank Fair Opportunity,136,9172161
2012,48:26.1,Defense,Air Force,Limited Competition with multiple offers,5-9 Offers,13768,2899183082
2011,48:26.1,Defense,Army,Competition with single offer (Overrode blank Fair Opportunity),One Offer,435,-3937817.77
2002,48:26.1,Defense,Army,No Competition (Follow on to competed action),No competition,339,135437440
2007,48:26.1,Defense,MDA,Competition with single offer,One Offer,948,641024339.1
2002,48:26.1,Defense,MilitaryHealth,Full Competition (Multiple Offers),3-4 Offers,129,1642974756
2013,48:26.1,Defense,MilitaryHealth,Competition with single offer (Overrode blank Fair Opportunity),One Offer,3,4839393.07
2014,48:26.1,Defense,DLA,No Competition (Other Exception),No competition,31742,1258548929
2012,48:26.1,Defense,MilitaryHealth,No Competition (Unlabeled Exception),No competition,1,52591
2012,48:26.1,Defense,Other DoD,Full Competition (Multiple Offers),5-9 Offers,1883026,1727642510
2011,48:26.1,Defense,Other DoD,Full Competition (Multiple Offers),3-4 Offers,6746828,1666946133
2002,48:26.1,Defense,DLA,Limited Competition with multiple offers,10-24 Offers,382,899760443
2013,48:26.1,Defense,Army,Full Competition (Multiple Offers),10-24 Offers,17366,2686823992
2010,48:26.1,Defense,MDA,No Competition (Follow on to competed action),No competition,61,21431442.07
2007,48:26.1,Defense,DLA,Full Competition (Multiple Offers),Two Offers,70031,3663787218
2001,48:26.1,Defense,MDA,Full Competition (Multiple Offers),10-24 Offers,1,81336
2007,48:26.1,Defense,Navy,Full Competition (Multiple Offers),Two Offers,23562,6141847178
2014,48:26.1,Defense,DLA,Full Competition (Multiple Offers),100+ Offers,619,11027509.74
2002,48:26.1,Defense,Navy,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,1297,174600862
2010,48:26.1,Defense,Navy,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,43,4960790
1997,48:26.1,Defense,MilitaryHealth,Limited Competition with multiple offers,10-24 Offers,5,127700
2002,48:26.1,Defense,Other DoD,Limited Competition with multiple offers,25-99 Offers,91,44698733
2014,48:26.1,Defense,MDA,Competition with single offer,One Offer,688,457601227.9
2000,48:26.1,Defense,Army,Full Competition (Multiple Offers),25-99 Offers,483,124280747
1999,48:26.1,Defense,Army,Limited Competition with multiple offers,5-9 Offers,8446,3505595264
2011,48:26.1,Defense,DLA,Full Competition (Multiple Offers),10-24 Offers,12361,6747816486
2005,48:26.1,Defense,DLA,Limited Competition with multiple offers,100+ Offers,2,-3856266
2000,48:26.1,Defense,Air Force,No Competition (Unlabeled Exception; Overrode blank Fair Opportunity),No competition; Overrode blank Fair Opportunity),152,38481859
2006,48:26.1,Defense,Air Force,Limited Competition with multiple offers,Two Offers,6930,1585064360
2005,48:26.1,Defense,DLA,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,17353,182505522.4
2010,48:26.1,Defense,Navy,Limited Competition with multiple offers,25-99 Offers,823,148977625.6
2009,48:26.1,Defense,Army,Full Competition (Multiple Offers),Two Offers,54323,11344619204
2002,48:26.1,Defense,Other DoD,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,3794,786185128.3
2007,48:26.1,Defense,MilitaryHealth,Full Competition (Multiple Offers),3-4 Offers,360,2728202438
2009,48:26.1,Defense,Army,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,98,5076071.72
1990,48:26.1,Defense,Air Force,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,NULL,5505777000
2008,48:26.1,Defense,MilitaryHealth,No Competition (Only One Source Exception),No competition,19,853608.94
2003,48:26.1,Defense,Other DoD,Limited Competition with multiple offers,5-9 Offers,446,238235973
2013,48:26.1,Defense,Air Force,Full Competition (Multiple Offers),25-99 Offers,797,296428129.8
2005,48:26.1,Defense,Air Force,No Competition (Only One Source Exception),No competition,10938,16767940384
1992,48:26.1,Defense,DLA,No Competition (Unlabeled Exception),No competition,NULL,55948278
1991,48:26.1,Defense,Other DoD,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,NULL,18431000
2008,48:26.1,Defense,Air Force,No Competition (Follow on to competed action),No competition,1518,351371911.3
2002,48:26.1,Defense,Other DoD,Full Competition (Multiple Offers),25-99 Offers,112,21831742
1997,48:26.1,Defense,Army,Competition with single offer,One Offer,5993,1072068039
2003,48:26.1,Defense,DLA,Limited Competition with multiple offers (Overrode blank Fair Opportunity),25-99 Offers,5,1885186
2005,48:26.1,Defense,MDA,Competition with single offer,One Offer,585,368807871.7
2000,48:26.1,Defense,MDA,No Competition (Unlabeled Exception),No competition,87,98484655
1999,48:26.1,Defense,DLA,No Competition (Only One Source Exception),No competition,3523,589481551
2011,48:26.1,Defense,Army,Limited Competition with multiple offers,Two Offers,33908,6402784919
2005,48:26.1,Defense,Other DoD,No Competition (Unlabeled Exception; Overrode blank Fair Opportunity),No competition; Overrode blank Fair Opportunity),14,1910910
2005,48:26.1,Defense,Other DoD,Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,33,10079849.54
2001,48:26.1,Defense,Other DoD,Limited Competition with multiple offers (Overrode blank Fair Opportunity),3-4 Offers,720,173447442.4
2003,48:26.1,Defense,Navy,Full Competition (Multiple Offers),10-24 Offers,2832,647780027.5
2002,48:26.1,Defense,Army,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,25980,2230035327
2001,48:26.1,Defense,Army,No Competition (Unlabeled Exception),No competition,5792,2540574457
2005,48:26.1,Defense,Army,No Competition (Unlabeled Exception; Overrode blank Fair Opportunity),No competition; Overrode blank Fair Opportunity),597,22011537
2012,48:26.1,Defense,MDA,Full Competition (Multiple Offers),10-24 Offers,13,1494748
1999,48:26.1,Defense,Other DoD,Limited Competition with multiple offers,10-24 Offers,406,94910881
2012,48:26.1,Defense,Other DoD,Full Competition (Multiple Offers),100+ Offers,132,49340402.22
1998,48:26.1,Defense,Air Force,No Competition (Only One Source Exception),No competition,7079,8271593609
2002,48:26.1,Defense,Army,Competition with single offer (Overrode blank Fair Opportunity),One Offer,1008,236258966.4
1992,48:26.1,Defense,Air Force,Limited Competition with multiple offers,Two Offers,NULL,16427272252
2006,48:26.1,Defense,Other DoD,Limited Competition with multiple offers (Overrode blank Fair Opportunity),3-4 Offers,675,82693399.94
2010,48:26.1,Defense,Other DoD,Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,13,-1418038.62
2013,48:26.1,Defense,MDA,No Competition (Other Exception),No competition,149,359125908.9
2004,48:26.1,Defense,Air Force,Full Competition (Multiple Offers),3-4 Offers,5779,4211949955
2008,48:26.1,Defense,DLA,Competition with single offer,One Offer,50873,2213258775
1991,48:26.1,Defense,Air Force,No Competition (Only One Source Exception),No competition,NULL,11904007000
2014,48:26.1,Defense,Navy,Full Competition (Multiple Offers),Two Offers,15627,4374622761
1990,48:26.1,Defense,Other DoD,Limited Competition with multiple offers,Two Offers,NULL,2017385000
2006,48:26.1,Defense,DLA,No Competition (Unlabeled Exception),No competition,4013,96033382
2011,48:26.1,Defense,Army,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,990,128574552.9
2009,48:26.1,Defense,Air Force,Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,10,-748337.84
2004,48:26.1,Defense,DLA,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,1306,790883626
1995,48:26.1,Defense,Army,No Competition (Only One Source Exception),No competition,6109,5442839184
2004,48:26.1,Defense,Other DoD,Competition with single offer (Overrode blank Fair Opportunity),One Offer,818,271341182.7
2009,48:26.1,Defense,Army,Limited Competition with multiple offers,Two Offers,33792,7462118342
2004,48:26.1,Defense,Navy,Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,218,65142854
2001,48:26.1,Defense,Navy,No Competition (Only One Source Exception; Overrode blank Fair Opportunity),No competition; Overrode blank Fair Opportunity),117,32239026
1998,48:26.1,Defense,MDA,Competition with single offer,One Offer,59,20501037
2014,48:26.1,Defense,Navy,Competition with single offer,One Offer,44647,6640716171
2000,48:26.1,Defense,Army,Competition with single offer (Overrode blank Fair Opportunity),One Offer,439,209423349
2007,48:26.1,Defense,Other DoD,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,23,635678.77
2004,48:26.1,Defense,Navy,No Competition (Unlabeled Exception; Overrode blank Fair Opportunity),No competition; Overrode blank Fair Opportunity),93,18437150
2014,48:26.1,Defense,Other DoD,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,288,79686023.37
2013,48:26.1,Defense,MilitaryHealth,Full Competition (Multiple Offers),Two Offers,442,9301529005
2007,48:26.1,Defense,Navy,Limited Competition with multiple offers,Two Offers,17050,8381889083
1990,48:26.1,Defense,Air Force,Limited Competition with multiple offers,Two Offers,NULL,12540575000
2003,48:26.1,Defense,Air Force,Full Competition (Multiple Offers),5-9 Offers,3866,1723941534
2000,48:26.1,Defense,Air Force,No Competition (Other Exception),No competition,225,596291540.8
2009,48:26.1,Defense,Army,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,1483,259610245.4
2004,48:26.1,Defense,Navy,No Competition (Other Exception),No competition,12503,4986745566
2007,48:26.1,Defense,Navy,No Competition (Unlabeled Exception),No competition,5448,278285647.7
2000,48:26.1,Defense,Army,Full Competition (Multiple Offers),3-4 Offers,7682,3480120189
2007,48:26.1,Defense,Navy,No Competition (Follow on to competed action),No competition,1768,225714426.4
2005,48:26.1,Defense,Army,Unlabeled: Competition; Unlabeled Offers,NULL,NULL,0
2003,48:26.1,Defense,Navy,Limited Competition with multiple offers (Overrode blank Fair Opportunity),100+ Offers,4,2111208
2007,48:26.1,Defense,MDA,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,5,371981
2009,48:26.1,Defense,Other DoD,Limited Competition with multiple offers,5-9 Offers,3980,2223861219
2001,48:26.1,Defense,Navy,No Competition (Unlabeled Exception; Overrode blank Fair Opportunity),No competition; Overrode blank Fair Opportunity),98,21141831
1997,48:26.1,Defense,Army,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,6414,614038647
1999,48:26.1,Defense,Air Force,No Competition (Other Exception),No competition,5167,5184207324
2010,48:26.1,Defense,Other DoD,Limited Competition with multiple offers,Two Offers,4137,1171173838
2010,48:26.1,Defense,DLA,Full Competition (Multiple Offers),5-9 Offers,155322,5397928185
2003,48:26.1,Defense,Other DoD,Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,175,92332806
2001,48:26.1,Defense,Army,Full Competition (Multiple Offers),3-4 Offers,9252,3682963807
2003,48:26.1,Defense,Other DoD,No Competition (Other Exception),No competition,728,906580716
2012,48:26.1,Defense,MilitaryHealth,Limited Competition with multiple offers,10-24 Offers,249,4734647.4
2005,48:26.1,Defense,DLA,Competition with single offer (Overrode blank Fair Opportunity),One Offer,2650,448296297.7
2003,48:26.1,Defense,MDA,Full Competition (Multiple Offers),3-4 Offers,79,2051000486
2001,48:26.1,Defense,Army,Full Competition (Multiple Offers),100+ Offers,92,23043414.5
2009,48:26.1,Defense,Navy,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,8877,340243464.6
2009,48:26.1,Defense,Air Force,Limited Competition with multiple offers,3-4 Offers,17391,2833301529
2007,48:26.1,Defense,Army,Limited Competition with multiple offers (Overrode blank Fair Opportunity),25-99 Offers,61,10456707
2005,48:26.1,Defense,Other DoD,Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,202,21783072.9
2014,48:26.1,Defense,Navy,Limited Competition with multiple offers,25-99 Offers,941,202017051
2005,48:26.1,Defense,Navy,Limited Competition with multiple offers (Overrode blank Fair Opportunity),3-4 Offers,641,126522331.3
2011,48:26.1,Defense,MilitaryHealth,No Competition (Other Exception),No competition,276,1151102616
2013,48:26.1,Defense,Other DoD,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,90,1906833.596
2008,48:26.1,Defense,Army,Unlabeled: No competition; multiple offers; Overrode blank Fair Opportunity),Unlabeled: No competition; multiple offers; Overrode blank Fair Opportunity),21,2476240.91
1996,48:26.1,Defense,Navy,Limited Competition with multiple offers,10-24 Offers,75,8282983
2011,48:26.1,Defense,MDA,Full Competition (Multiple Offers),25-99 Offers,49,4745297
2008,48:26.1,Defense,Navy,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,29,5679471.24
1998,48:26.1,Defense,Army,Limited Competition with multiple offers,10-24 Offers,3732,1009943600
2011,48:26.1,Defense,DLA,No Competition (Unlabeled Exception),No competition,8,189516.6
2013,48:26.1,Defense,Navy,Competition with single offer,One Offer,47178,6670134462
2001,48:26.1,Defense,Other DoD,No Competition (Other Exception),No competition,481,362949408
2013,48:26.1,Defense,MilitaryHealth,Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,1,34674.9609
1996,48:26.1,Defense,DLA,No Competition (Unlabeled Exception),No competition,1418,177300434
2010,48:26.1,Defense,Other DoD,Limited Competition with multiple offers,25-99 Offers,556,841440490.2
2006,48:26.1,Defense,MDA,Limited Competition with multiple offers,Two Offers,30,16356019
2003,48:26.1,Defense,MDA,Competition with single offer,One Offer,402,194129168.8
2005,48:26.1,Defense,Navy,Limited Competition with multiple offers (Overrode blank Fair Opportunity),100+ Offers,3,460248
1997,48:26.1,Defense,DLA,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,551,88660638
2012,48:26.1,Defense,Other DoD,Unlabeled: No competition; multiple offers; Overrode blank Fair Opportunity),Unlabeled: No competition; multiple offers; Overrode blank Fair Opportunity),1,-20260
2005,48:26.1,Defense,DLA,Limited Competition with multiple offers (Overrode blank Fair Opportunity),25-99 Offers,39,341641
2008,48:26.1,Defense,Army,No Competition (Unlabeled Exception; Overrode blank Fair Opportunity),No competition; Overrode blank Fair Opportunity),39,-897832.32
2013,48:26.1,Defense,Army,Full Competition (Multiple Offers),25-99 Offers,2363,373676461.1
2005,48:26.1,Defense,Other DoD,No Competition (Only One Source Exception; Overrode blank Fair Opportunity),No competition; Overrode blank Fair Opportunity),566,36855652.63
2005,48:26.1,Defense,DLA,No Competition (Only One Source Exception),No competition,40563,1485042248
1999,48:26.1,Defense,Army,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,8197,1167679774
2001,48:26.1,Defense,Army,No Competition (Only One Source Exception),No competition,5773,8230205163
2008,48:26.1,Defense,Air Force,No Competition (Unlabeled Exception),No competition,645,5604310.04
2012,48:26.1,Defense,MDA,Full Competition (Multiple Offers),25-99 Offers,81,16272636.31
1988,48:26.1,Defense,Other DoD,No Competition (Only One Source Exception),No competition,NULL,58000
2012,48:26.1,Defense,DLA,No Competition (Unlabeled Exception),No competition,7,509588.52
2013,48:26.1,Defense,Air Force,Full Competition (Multiple Offers),100+ Offers,73,8971135.63
1997,48:26.1,Defense,MDA,Limited Competition with multiple offers,10-24 Offers,12,7342010
2009,48:26.1,Defense,Other DoD,Limited Competition with multiple offers,25-99 Offers,405,447948842
2009,48:26.1,Defense,Army,Unlabeled: No competition; multiple offers; Overrode blank Fair Opportunity),Unlabeled: No competition; multiple offers; Overrode blank Fair Opportunity),8,2926098.64
2004,48:26.1,Defense,Air Force,Full Competition (Multiple Offers),10-24 Offers,1093,182397204
2004,48:26.1,Defense,Army,Limited Competition with multiple offers,5-9 Offers,13755,2271193449
2005,48:26.1,Defense,Other DoD,Limited Competition with multiple offers (Overrode blank Fair Opportunity),25-99 Offers,6,642583.02
2013,48:26.1,Defense,MDA,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,4,-758961.86
2004,48:26.1,Defense,Navy,Limited Competition with multiple offers (Overrode blank Fair Opportunity),100+ Offers,47,0
1998,48:26.1,Defense,DLA,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,859,164157486
2004,48:26.1,Defense,Army,Unlabeled: Competition; Unlabeled Offers,NULL,NULL,0
